"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000140009",1.44662483840615,1.54606251422037,1.58291654699146,0.976717640079548,0.328708959610573,0.438735070344197,"ESR2","2100","estrogen receptor 2"
"ENSG00000168938",538.952323125916,0.0847575231104951,0.086804823058505,0.976414905579266,0.328858897927534,0.438895448488272,"PPIC","5480","peptidylprolyl isomerase C"
"ENSG00000181467",814.901750886901,0.0756615295899945,0.0775023271482417,0.976248486645747,0.328941340764008,0.438965726202459,"RAP2B","5912","RAP2B, member of RAS oncogene family"
"ENSG00000139908",16.6742794001738,-0.434944042446846,0.445813771512511,-0.975618229493479,0.329253687405402,0.439300526873024,"TSSK4","283629","testis specific serine kinase 4"
"ENSG00000001629",1420.90895552716,0.0565702160684609,0.0579861409987554,0.975581666482602,0.329271813418888,0.439300526873024,"ANKIB1","54467","ankyrin repeat and IBR domain containing 1"
"ENSG00000145332",317.447911412419,-0.101756108531422,0.104305135133588,-0.975561830211894,0.32928164746684,0.439300526873024,"KLHL8","57563","kelch like family member 8"
"ENSG00000125458",124.260020118488,-0.157579845735602,0.161549265643243,-0.975429043940027,0.329347482612918,0.439348587866508,"NT5C","30833","5', 3'-nucleotidase, cytosolic"
"ENSG00000109501",1764.72207953751,0.0527448174529311,0.0540874568390303,0.975176511069932,0.329472711393883,0.439475863926422,"WFS1","7466","wolframin ER transmembrane glycoprotein"
"ENSG00000158864",1218.19338550617,0.0589700237126817,0.0604764744222367,0.975090302072882,0.32951546872263,0.439493120184084,"NDUFS2","4720","NADH:ubiquinone oxidoreductase core subunit S2"
"ENSG00000126870",271.53310353351,0.110131457196828,0.112954901871455,0.975003787991066,0.329558380978664,0.439510579935169,"WDR60","55112","WD repeat domain 60"
"ENSG00000160345",46.8601884510982,0.262472968818678,0.269448125326246,0.974113174849064,0.330000348623632,0.440060182592751,"C9orf116","138162","chromosome 9 open reading frame 116"
"ENSG00000251493",1074.31439069599,0.0694402592735441,0.0713800525871078,0.972824434232568,0.330640566558256,0.440844415928321,"FOXD1","2297","forkhead box D1"
"ENSG00000109065",502.099575095498,0.0821197162151522,0.0844150508172323,0.972808941298279,0.330648267992377,0.440844415928321,"NAT9","26151","N-acetyltransferase 9 (putative)"
"ENSG00000132570",67.3165478706862,-0.216097327987074,0.222627296731185,-0.970668606949866,0.331713329518561,0.442224427900909,"PCBD2","84105","pterin-4 alpha-carbinolamine dehydratase 2"
"ENSG00000130921",355.101847137569,-0.0972478238164086,0.100288382501592,-0.969681845400834,0.332205102445241,0.442839978277673,"C12orf65","91574","chromosome 12 open reading frame 65"
"ENSG00000143375",8.80401837725624,-0.592784471954682,0.611417819590719,-0.969524362818685,0.332283630694259,0.442904598821741,"CGN","57530","cingulin"
"ENSG00000063854",380.493146274965,-0.0968421219896852,0.0998954896237838,-0.969434379413947,0.332328506050413,0.442924355414269,"HAGH","3029","hydroxyacylglutathione hydrolase"
"ENSG00000187553",0.928686137191094,1.95534763314831,2.0176012282758,0.9691447476067,0.33247297404674,0.44305226814118,"CYP26C1","340665","cytochrome P450 family 26 subfamily C member 1"
"ENSG00000113615",1583.3203444606,-0.0551439767307078,0.0569009978149322,-0.969121436324561,0.332484603449685,0.44305226814118,"SEC24A","10802","SEC24 homolog A, COPII coat complex component"
"ENSG00000062650",1215.49686828474,-0.0581504157472664,0.0600109908573055,-0.968996094157766,0.33254713795779,0.443095535595507,"WAPL","23063","WAPL cohesin release factor"
"ENSG00000197183",492.033106779479,-0.0830738625474414,0.0857695874987005,-0.968570153712119,0.33275970083,0.4433386793376,"NOL4L","140688","nucleolar protein 4 like"
"ENSG00000102878",3.91731119605668,0.875353743834451,0.904003602964443,0.968307804265335,0.332890668303777,0.44347307868219,"HSF4","3299","heat shock transcription factor 4"
"ENSG00000212124",3.69945866162795,0.961882834449175,0.993443132603661,0.968231399343643,0.332928816663091,0.443483812362675,"TAS2R19","259294","taste 2 receptor member 19"
"ENSG00000243317",1263.07354348947,0.0576036255678654,0.0595414065608284,0.967454900633171,0.333316676273836,0.443953589077085,"STMP1","647087","short transmembrane mitochondrial protein 1"
"ENSG00000168675",2.23139503463175,1.23022786428982,1.27167852742147,0.967404762887915,0.333341729999119,0.443953589077085,"LDLRAD4","753","low density lipoprotein receptor class A domain containing 4"
"ENSG00000021300",4.5805971352639,0.827832057557201,0.855786256554868,0.967335069027397,0.333376557892501,0.443959854542305,"PLEKHB1","58473","pleckstrin homology domain containing B1"
"ENSG00000214360",0.47215652280883,-2.4921336523186,2.57758176774605,-0.966849503477761,0.333619273203044,NA,"EFCAB9","285588","EF-hand calcium binding domain 9"
"ENSG00000187550",0.47215652280883,-2.4921336523186,2.57758176774605,-0.966849503477761,0.333619273203044,NA,"SBK2","646643","SH3 domain binding kinase family member 2"
"ENSG00000149346",92.4988849993651,0.180886941816365,0.187126105252898,0.966657974160788,0.333715042595491,0.444350044126232,"SLX4IP","128710","SLX4 interacting protein"
"ENSG00000198157",48.3106402564923,0.244473299116445,0.252913438060728,0.966628349173536,0.33372985740489,0.444350044126232,"HMGN5","79366","high mobility group nucleosome binding domain 5"
"ENSG00000100211",181.977447349201,0.129406745119874,0.133913764171801,0.966343870028588,0.333872140812064,0.444499332546359,"CBY1","25776","chibby family member 1, beta catenin antagonist"
"ENSG00000148488",3.36653010050666,0.960827959152234,0.994940019841128,0.965714455134349,0.334187084269752,0.444878443498112,"ST8SIA6","338596","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6"
"ENSG00000204936",0.831902865033415,-1.99461161715582,2.06575669784879,-0.965559796675447,0.334264500798888,0.444941312569908,"CD177","57126","CD177 molecule"
"ENSG00000255508",40.2727364328625,0.27273450594615,0.283016134782542,0.963671227280761,0.33521078408543,0.446160619150281,NA,NA,NA
"ENSG00000073464",78.5731475108124,-0.20101385332539,0.208636530430539,-0.963464321950623,0.335314560483442,0.446258442514445,"CLCN4","1183","chloride voltage-gated channel 4"
"ENSG00000100784",14.1018366599545,0.464623447731734,0.48228556794141,0.963378294139996,0.335357715081094,0.446275576060059,"RPS6KA5","9252","ribosomal protein S6 kinase A5"
"ENSG00000136758",3695.41270398679,-0.0424405640706818,0.0440630508085658,-0.96317806624573,0.335458170336667,0.446368952186873,"YME1L1","10730","YME1 like 1 ATPase"
"ENSG00000100150",152.4071686674,-0.145238286997834,0.150831686899759,-0.962916280942728,0.3355895384531,0.44650344115932,"DEPDC5","9681","DEP domain containing 5"
"ENSG00000106261",1787.00103711587,0.0559472524085728,0.0581112118771484,0.962761756317345,0.335667096963981,0.446566318383747,"ZKSCAN1","7586","zinc finger with KRAB and SCAN domains 1"
"ENSG00000070495",554.562994683899,-0.0788353032270687,0.0818899932004737,-0.962697640407334,0.335699281205873,0.446568824479841,"JMJD6","23210","arginine demethylase and lysine hydroxylase"
"ENSG00000184260",1.75513886851349,-1.39529067519504,1.44969639211317,-0.962470957909453,0.335813084871392,0.446679895743192,"HIST2H2AC","8338","histone cluster 2 H2A family member c"
"ENSG00000010310",7.7418529560927,0.702654559065764,0.730230448843995,0.962236729758551,0.335930702841522,0.446796020077462,"GIPR","2696","gastric inhibitory polypeptide receptor"
"ENSG00000165863",1.73482588858872,-1.36439075345809,1.41809654246836,-0.96212825615047,0.335985181986765,0.446828154856609,"C10orf82","143379","chromosome 10 open reading frame 82"
"ENSG00000135750",27.9085617596237,0.339684285451885,0.35308848540601,0.962037278166372,0.336030878617348,0.446848604986238,"KCNK1","3775","potassium two pore domain channel subfamily K member 1"
"ENSG00000168234",219.704431295817,-0.116661888996353,0.12127508773664,-0.961960870724701,0.336069259812621,0.446859324352076,"TTC39C","125488","tetratricopeptide repeat domain 39C"
"ENSG00000259030",3.56385582012441,-0.91361792101373,0.950037717621159,-0.961664894001659,0.336217962280488,0.447016718817305,"FPGT-TNNI3K","100526835","FPGT-TNNI3K readthrough"
"ENSG00000174705",1623.72760234263,-0.0520876209477238,0.0541701741674037,-0.961555353075953,0.336273007766543,0.447049575001201,"SH3PXD2B","285590","SH3 and PX domains 2B"
"ENSG00000188060",3.60563573560067,-0.915359348097076,0.952187022837457,-0.961323065892416,0.336389753743418,0.447164444003833,"RAB42","115273","RAB42, member RAS oncogene family"
"ENSG00000184292",1.36762054710168,1.56882525907302,1.63252624998209,0.960980112319929,0.33656216756717,0.447302743799113,"TACSTD2","4070","tumor associated calcium signal transducer 2"
"ENSG00000205133",302.575653271248,0.106202111869146,0.110517013254452,0.960957129963593,0.336573723570926,0.447302743799113,"TRIQK","286144","triple QxxK/R motif containing"
"ENSG00000103044",19.3380676255434,-0.392857308642158,0.408828175326999,-0.96093501463771,0.336584843854808,0.447302743799113,"HAS3","3038","hyaluronan synthase 3"
"ENSG00000003509",138.544192694167,-0.145078118537353,0.151176334181813,-0.959661572180165,0.337225569493695,0.448015381901683,"NDUFAF7","55471","NADH:ubiquinone oxidoreductase complex assembly factor 7"
"ENSG00000149091",1274.7562933198,-0.0600416249014207,0.0625666874230395,-0.959642061524757,0.33723539226792,0.448015381901683,"DGKZ","8525","diacylglycerol kinase zeta"
"ENSG00000222038",1.67464198175023,-1.46690475689886,1.5286743439923,-0.95959271028771,0.33726023931004,0.448015381901683,"POTEJ","653781","POTE ankyrin domain family member J"
"ENSG00000152292",0.812658629919556,-1.99416384655455,2.07819091207461,-0.959567205769283,0.337273080621466,0.448015381901683,"SH2D6","284948","SH2 domain containing 6"
"ENSG00000173157",0.812658629919556,-1.99416384655455,2.07819091207461,-0.959567205769283,0.337273080621466,0.448015381901683,"ADAMTS20","80070","ADAM metallopeptidase with thrombospondin type 1 motif 20"
"ENSG00000126814",239.090702578608,-0.112586007071432,0.117477262571079,-0.958364236682082,0.337879122466251,0.448779966375956,"TRMT5","57570","tRNA methyltransferase 5"
"ENSG00000129691",566.553583983855,-0.0773770825421729,0.0807500649837439,-0.95822935322405,0.33794711877397,0.448829831169755,"ASH2L","9070","ASH2 like histone lysine methyltransferase complex subunit"
"ENSG00000169155",238.224382769692,0.114116853038731,0.11916762622578,0.957616230623915,0.338256311726723,0.449199992992291,"ZBTB43","23099","zinc finger and BTB domain containing 43"
"ENSG00000167394",150.538670619466,-0.143975829364563,0.1504824790418,-0.956761413563438,0.338687692388343,0.44971126976489,"ZNF668","79759","zinc finger protein 668"
"ENSG00000101189",426.335376377306,0.0922061345323268,0.0963793933864327,0.956699677104491,0.338718861158665,0.44971126976489,"MRGBP","55257","MRG domain binding protein"
"ENSG00000161509",1.90370137397885,1.31063719391871,1.36999645226495,0.956671961998074,0.338732854231242,0.44971126976489,"GRIN2C","2905","glutamate ionotropic receptor NMDA type subunit 2C"
"ENSG00000157764",440.834422941372,0.0953341072705953,0.0997173095643229,0.956043716854392,0.339050148277267,0.450091973095871,"BRAF","673","B-Raf proto-oncogene, serine/threonine kinase"
"ENSG00000115073",726.466683234459,0.0708903002011761,0.074162529449472,0.955877593812044,0.33913408028109,0.450162845643763,"ACTR1B","10120","ARP1 actin related protein 1 homolog B"
"ENSG00000261884",8.86671695587669,0.598626145180924,0.626380829254397,0.955690399869819,0.339228674118146,0.450217508763063,NA,NA,NA
"ENSG00000155749",7.79910503545981,0.614660559942007,0.643168894627945,0.955675196788816,0.339236357362859,0.450217508763063,"ALS2CR12","130540","amyotrophic lateral sclerosis 2 chromosome region 12"
"ENSG00000066382",4.19286306742268,-0.864976749310459,0.905351102944097,-0.955404755677278,0.339373049974779,0.450358365795812,"MPPED2","744","metallophosphoesterase domain containing 2"
"ENSG00000165695",1.7506807092449,1.33188321878641,1.39446778474236,0.955119389174335,0.339517324825065,0.450509258420078,"AK8","158067","adenylate kinase 8"
"ENSG00000151090",0.543274654303322,2.51726467455265,2.63633292495284,0.954835654756193,0.339660813522213,0.450659080814762,"THRB","7068","thyroid hormone receptor beta"
"ENSG00000185513",21.727657179624,0.38193218380906,0.400081032066175,0.954637068987282,0.339761264414978,0.45074153640354,"L3MBTL1","26013","L3MBTL1, histone methyl-lysine binding protein"
"ENSG00000145040",15.7883632413582,-0.426794807228162,0.447096626539048,-0.954591875434084,0.339784127387931,0.45074153640354,"UCN2","90226","urocortin 2"
"ENSG00000176076",3.07811462284475,1.01319896307441,1.06205511653432,0.953998476445049,0.340084413584604,0.451079608212788,"KCNE5","23630","potassium voltage-gated channel subfamily E regulatory subunit 5"
"ENSG00000146232",267.5385903682,0.114726393520839,0.120262395205282,0.953967308941477,0.340100190423429,0.451079608212788,"NFKBIE","4794","NFKB inhibitor epsilon"
"ENSG00000187699",5.21767931553752,-0.791931481686424,0.830434150527573,-0.953635494377623,0.340268182423611,0.451261808022962,"C2orf88","84281","chromosome 2 open reading frame 88"
"ENSG00000126759",2.64262206992341,1.05888279088007,1.11154504784055,0.952622471700273,0.340781387284598,0.451901753266187,"CFP","5199","complement factor properdin"
"ENSG00000181929",912.382869574611,0.0707936321622453,0.0743275173314415,0.952455223905329,0.340866163924644,0.451961108140179,"PRKAG1","5571","protein kinase AMP-activated non-catalytic subunit gamma 1"
"ENSG00000169609",155.650422797743,0.138536458233973,0.145458359603225,0.952413175921044,0.340887479853863,0.451961108140179,"C15orf40","123207","chromosome 15 open reading frame 40"
"ENSG00000158869",3.12175990422228,0.990851648368279,1.04146202497925,0.951404491573298,0.341399081130038,0.452598691885805,"FCER1G","2207","Fc fragment of IgE receptor Ig"
"ENSG00000177363",11.4952549440025,-0.506230325181101,0.532331720388316,-0.950967800325379,0.341620721812549,0.452851789716976,"LRRN4CL","221091","LRRN4 C-terminal like"
"ENSG00000167306",2.40752894825287,-1.1687074327362,1.22987810806614,-0.950262814722241,0.341978728367243,0.453285592110479,"MYO5B","4645","myosin VB"
"ENSG00000100890",91.8400386547226,0.17973935549693,0.189225357006039,0.949869289934511,0.342178672892362,0.453509827435938,"KIAA0391","9692","KIAA0391"
"ENSG00000087274",5040.26784168272,-0.0380767424744609,0.0400956836350514,-0.949646920128192,0.342291688983533,0.453618821350536,"ADD1","118","adducin 1"
"ENSG00000163444",697.596859208521,-0.0692991412283021,0.0729871526199495,-0.949470403224917,0.342381418023516,0.453657712422045,"TMEM183A","92703","transmembrane protein 183A"
"ENSG00000171224",4.20930872045835,-0.856911002467329,0.90251691372931,-0.949468081353145,0.342382598403474,0.453657712422045,"FAM241B","219738","family with sequence similarity 241 member B"
"ENSG00000138821",12.1633240067659,0.495787032914033,0.52271056026808,0.948492474802424,0.342878801960714,0.454274342259709,"SLC39A8","64116","solute carrier family 39 member 8"
"ENSG00000131725",560.092594487567,-0.0772200452188879,0.0814278408330006,-0.948324853378559,0.342964102191273,0.45433766155368,"WDR44","54521","WD repeat domain 44"
"ENSG00000111490",7.07477646412834,0.657489858508372,0.693351812274764,0.948277406748625,0.342988249589242,0.45433766155368,"TBC1D30","23329","TBC1 domain family member 30"
"ENSG00000214413",144.726912680878,0.149924197774478,0.158140119876296,0.948046567131448,0.343105748168471,0.454447806220132,"BBIP1","92482","BBSome interacting protein 1"
"ENSG00000167978",7662.05063451976,0.0400138932918148,0.0422090644457257,0.947992897195493,0.343133070132828,0.454447806220132,"SRRM2","23524","serine/arginine repetitive matrix 2"
"ENSG00000182405",88.6065464588082,-0.184203680111013,0.194444315079437,-0.94733384226615,0.343468691149883,0.454851430511903,"PGBD4","161779","piggyBac transposable element derived 4"
"ENSG00000254598",9.91585832940567,0.534366171171699,0.56426345948339,0.947015374096591,0.343630944874143,0.454982403905996,"CSNK2A3","283106","casein kinase 2 alpha 3"
